Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
copy-of-edrawer4060j-s3-4u-60-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/ScaleStreams-eDrawer4060S-D5-RearS.png?v=1566435266,2,"",,,,,,,,
edrawer4060j-s3-4u-60-bays,"eDrawer4060J-S3 4U 60 BAYS 3.5"" HDD 12G SAS DUAL EXPANDER JBOD 1200W HRP","<p><strong>Key Features:</strong></p>
<ul>
<li>4U with 60x top-load 12G SAS patented tray-less hot-swap HDD bays</li>
<li>Hot-swap redundant 12G Expanders up to 192Gbps per Expander</li>
<li>32” short depth with patented internal cable-managementarm</li>
<li>Ease of serviceability with 6 hotswap exhaust fans and Platinum grade HRP PSU</li>
<li>Remote management GbE port for status report</li>
</ul>",Premio Inc,,JBODs,"4U, >40 bays, JBOD",true,Title,Default Title,,,,,,,,JB460S33D8MA-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4060J-S3-Front-Open_grande_373fea19-6562-46ea-a22d-bd3e58aecf5b.png?v=1541121006,1,"",false,,,,lb,,,active
edrawer4060j-s3-4u-60-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4060J-S3-Rear.png?v=1541121006,2,"",,,,,,,,
edrawer4048s-un-4u-48-bays,"eDrawer4048S-UN 4U 48 Bays 3.5"" HDD 12G SAS Single EPYC","<p><strong>Key Features</strong></p>
<ul>
<li>Supports Single Socket AMD EPYC™ up to 1TB DDR4 RAM</li>
<li>Supports 48 x 3.5” and 4 x 2.5” hot-swap SSD/Hard Drives in 4RU</li>
<li>Two 36 ports 12G SAS expanders for maximum throughput</li>
<li>Supports full height PCIe expansions without risers</li>
</ul>",Premio Inc,,ScaleStreams Products: AMD EPYC Processor,"4U, >40 bays, EPYC, scalestreams, server",true,Title,Default Title,,,,,,,,BB44833UNGB18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SFrontOpenNew-NEW_grande_d6f79f25-bd1f-4ed1-b6e5-0f415cabefc8.png?v=1541121001,1,"",false,,,,lb,,,active
edrawer4048s-un-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SRearAngleOpen_f026224c-2db5-4a0e-83d4-1ae609fe8ed2.png?v=1541121001,2,"",,,,,,,,
edrawer4048s-un-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048STopOpen_202b49d8-bdf6-498a-8ba1-92dbfb35dfc5.png?v=1541121001,3,"",,,,,,,,
edrawer4048s-un-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048S-UN_1.png?v=1541121001,4,"",,,,,,,,
edrawer4048s-un-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048S-UN.png?v=1541121001,5,"",,,,,,,,
edrawer4048s-d5-4u-48-bays,"eDrawer4048S-D5 4U 48 Bays 3.5"" HDD 12G SAS Dual XeonSP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports Dual Intel Xeon SP Skylake up to 1.5TB DDR4</li>
<li>Supports 48 x 3.5″ and 4×2.5″ hot-swap SSD/Hard Drives in 4RU</li>
<li>Two 36 ports 12G SAS expanders for maximum throughput</li>
<li>Supports full height PCIe expansions without risers</li>
</ul>
<ul></ul>",Premio Inc,,ScaleStreams Products: Intel® Xeon® Scalable Processor,"4U, >40 bays, intel xeon, scalestreams, server",true,Title,Default Title,,,,,,,,BB44833D4AS18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SFrontAngleOpenSmall_grande_468453be-9a1f-43b7-8851-92636c8588b8.png?v=1541120987,1,"",false,,,,lb,,,active
edrawer4048s-d5-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SFrontOpenNew-NEW.png?v=1541120987,2,"",,,,,,,,
edrawer4048s-d5-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SRear.png?v=1541120987,3,"",,,,,,,,
edrawer4048s-d5-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SRearAngleOpen.png?v=1541120987,4,"",,,,,,,,
edrawer4048s-d5-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048STopOpen.png?v=1541120987,5,"",,,,,,,,
edrawer4048j-s3-4u-48-bays,"eDrawer4048J-S3 4U 48 BAYS 3.5"" HDD 12G SAS DUAL EXPANDER JBOD 1100W HRP","<div class=""vc_empty_space"">
<strong>Key Features</strong><br><span class=""vc_empty_space_inner""></span>
</div>
<div id=""text-block-3"" class=""mk-text-block  mk-animate-element fade-in    mk-in-viewport"">
<ul>
<li>4U with 48x top-load 12G SAS/SATA hot-swap trayless bays</li>
<li>Support total 12x SFF8644 ports for up to 256Gbps of SAS bandwidth to Host and Expansion connections</li>
<li>Dual 12G SAS expander modules supporting 12G SAS devices and EDFB for 6G SATA device</li>
<li>1100W FAN+PSU modules with individual hot-swappable fan modules</li>
</ul>
</div>",Premio Inc,,JBODs,"4U, >40 bays, JBOD",true,Title,Default Title,,,,,,,,JB448S33D6MR-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/eDrawer4048SFrontOpenNew-NEW-1_grande_35ebdeeb-b014-43a0-9405-5b6d21820132.png?v=1627066692,1,"",false,,,,lb,,,active
edrawer4048j-s3-4u-48-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/4U48-4U72-Rear.png?v=1627066704,2,"",,,,,,,,
dss424s-un-4u-24-bays,"DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports Single Socket AMD EPYC™ up to 1TB DDR4 RAM</li>
<li>Four how-swappable 60mm fan modules per motherboard module</li>
<li>Support two hot-swap MB modules each with Xeon DP server boards in one system as unified redundant controllers</li>
<li>HA Redundnat cluster-in-a-box solution with PCIe NTB and GigE heartbeat</li>
</ul>",Premio Inc,,DuraStreams Products: AMD EPYC Processor,"21-40 bays, 4U, durastreams, EPYC, server",true,Title,Default Title,,,,,,,,BD42433UNTY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S3-front_grande_708e1819-9b50-42b9-b3f2-6a7a12d1c3d1.png?v=1541120958,1,"",false,,,,lb,,,active
dss424s-un-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S3-frontAngle_bea2ba41-d462-4c47-a8c1-dc8699d25c38.png?v=1541120958,2,"",,,,,,,,
dss424s-un-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S3-RearOpen_fa398c7e-0f72-497c-998a-a8a3bf8ba97f.png?v=1541120958,3,"",,,,,,,,
dss424s-un-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S-UN.png?v=1541120958,4,"",,,,,,,,
dss424s-d5-4u-24-bays,"DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports Dual Intel Xeon SP Skylake up to 1.5 TB DDR4 RAM</li>
<li>Four hot-swappable 60mm fan modules per motherboard module</li>
<li>Support two hot-swap MB modules each with Xeon DP server boards in one system as unified redundant controllers</li>
<li>HA Redundant Cluster-in-a-box solution with PCIe NTB and GigE heartbeat</li>
</ul>",Premio Inc,,DuraStreams Products: Intel® Xeon® Scalable Processor,"21-40 bays, 4U, durastreams, intel xeon, server",true,Title,Default Title,,,,,,,,BD42433D5TY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S3-frontAngle.png?v=1541120950,1,"",false,,,,lb,,,active
dss424s-d5-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S3-front.png?v=1541120950,2,"",,,,,,,,
dss424s-d5-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424S3-RearOpen.png?v=1541120950,3,"",,,,,,,,
dss424s-d5-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/NEW_DSS424S3-Rear.png?v=1541120950,4,"",,,,,,,,
dss424j-s3-4u-24-bays,DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP,"<p><b>Key Features</b></p>
<ul>
<li>4U with 24x 12Gbps SAS 3.5” Tray-less hot-swap HDD bays</li>
<li>Support redundant 12G host controller for failover</li>
<li>Two hot-swappable redundant fan modules with Smart Fan Control</li>
<li>Management NIC port with remote access GUI</li>
<li>Support 3x SFF8644 12G SAS wide ports per controller</li>
</ul>",Premio Inc,,JBODs,"21-40 bays, 4U, durastreams, JBOD",true,Title,Default Title,,,,,,,,JB424S330000-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424J-S3-Front-Angle_grande_74a633b4-4ecf-4628-a308-4af2ed0b0628.png?v=1541120944,1,"",false,,,,lb,,,active
dss424j-s3-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424J-S3-Front.png?v=1541120944,2,"",,,,,,,,
dss424j-s3-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424J-S3-Rear.png?v=1541120944,3,"",,,,,,,,
dss424j-s3-4u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS424J-S3-RearAngle.png?v=1541120944,4,"",,,,,,,,
dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,"DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports single AMD EPYC™ motherboard up to 1TB DDR4</li>
<li>Four Hot-swappable 60mm fan modules per motherboard module</li>
<li>Support two hot-swap MB modules each with Xeon DP server boards in one system as unified redundant controllers</li>
<li>HA Redundant cluster-in-a-box solution with PCIe NTB and GbE heartbeat</li>
</ul>",Premio Inc,,DuraStreams Products: AMD EPYC Processor,"10-20 bays, 3U, durastreams, EPYC, server",true,Title,Default Title,,,,,,,,BD31633UNTY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316Front_720x_54bd0255-33a6-472d-8103-df916bac78c1.png?v=1548814074,1,"",false,,,,lb,,,active
dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316FrontAngle_cdddc385-dda8-414b-a96b-7bc0c6686e60.png?v=1548814074,2,"",,,,,,,,
dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316Node.Toppsd_bd9a1118-b120-4be7-a563-2eab4bc4bfb6.png?v=1548814074,3,"",,,,,,,,
dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316S-UN.png?v=1548814074,4,"",,,,,,,,
dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp,"DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports Dual Intel® Xeon® SP Skylake up to 2TB DDR4</li>
<li>Four hot-swappable 60mm fan modules per motherboard module</li>
<li>Supports two hot-swap MB Modules each with Xeon DP server boards in one system as unified redundant controllers</li>
<li>HA Redundant Cluster-in-a-Box solution with PCIe NTB and GigE heartbeat</li>
</ul>",Premio Inc,,DuraStreams Products: Intel® Xeon® Scalable Processor,"10-20 bays, 3U, durastreams, intel xeon, server",true,Title,Default Title,,,,,,,,BD31633D5TY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316Front_720x_ff85731d-f0a5-4448-9ab5-7d302c771ac4.png?v=1548813962,1,"",false,,,,lb,,,active
dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316FrontAngle.png?v=1548813962,2,"",,,,,,,,
dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316Node.Toppsd.png?v=1548813962,3,"",,,,,,,,
dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/NEW_DSS316Rear.png?v=1548813962,4,"",,,,,,,,
dss316j-s3-3u-16-bays,DSS316J-S3 3U 16 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 500W HRP,"<p><strong>Key Features</strong></p>
<ul>
<li>3U with 16x 12Gbps SAS 3.5” Tray-less hot-swap HDD bays</li>
<li>Support redundant 12G host controller for failover</li>
<li>Two hot-swappable redundant fan modules with Smart Fan Control</li>
<li>Management NIC port with remote access GUI</li>
<li>Support 3x SFF8644 12G SAS wide ports per controller</li>
</ul>",Premio Inc,,JBODs,"10-20 bays, 3U, durastreams, JBOD",true,Title,Default Title,,,,,,,,JB316S330000-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316J-S3-angle.png?v=1541120923,1,"",false,,,,lb,,,active
dss316j-s3-3u-16-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/front-copy.png?v=1541120923,2,"",,,,,,,,
dss316j-s3-3u-16-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS316J-S3RearAngle.png?v=1541120923,3,"",,,,,,,,
dss316j-s3-3u-16-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/rear.png?v=1541120923,4,"",,,,,,,,
dss248j-s3-2u-short-depth-design-with-48x-hot-swappable-2-5-7mm-sata-ssd-or-hdd-bays,"DSS248J-S3 2U short-depth design with 48x hot-swappable 2.5""-7mm SATA SSD or HDD bays","<p><strong>Key Features</strong></p>
<ul>
<li>2U short-depth design with 48x hot-swappable 2.5”-7mm SATA SSD or HDD bays</li>
<li>Support Interposer adapter to enable SATA to dual ported SAS in the carrier</li>
<li>Dual 12G SAS Expander modules for High Availability environment</li>
<li>Capable up to 192Gbps of SAS bandwidth to host and expansion</li>
<li>High Efficiency 600W redundant power supply with integrated BBU option</li>
</ul>",Premio Inc,,JBODs,"",false,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224-FrontAngle.png?v=1541120913,1,"",false,,,,lb,,,active
dss248j-s3-2u-short-depth-design-with-48x-hot-swappable-2-5-7mm-sata-ssd-or-hdd-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224Rear.png?v=1541120913,2,"",,,,,,,,
dss248j-s3-2u-short-depth-design-with-48x-hot-swappable-2-5-7mm-sata-ssd-or-hdd-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224-RearAngle.png?v=1541120913,3,"",,,,,,,,
dss224s-un-2u-24-bays,"DSS224S-UN 2U 24 BAYS 2.5"" 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports single AMD EPYC™ up to 1TB DDR4</li>
<li>2U Redundant High Availability dual systems (nodes)</li>
<li>Support high density 24 bays dual ported 12Gb/s SAS for HDD or SSD</li>
<li>Support redundancy heartbeat through optional GbR and PCIe x 8 NTB</li>
<li>COTS components for easy migration to future generation</li>
</ul>",Premio Inc,,DuraStreams Products: AMD EPYC Processor,"21-40 bays, 2U, durastreams, EPYC, server",true,Title,Default Title,,,,,,,,BD22432UNTY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS224S-D4Angle_a39de1f6-1493-4ba8-b0df-5e2db7e8c7b9.png?v=1541120902,1,"",false,,,,lb,,,active
dss224s-un-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS224S-D4-Front_b58da13e-bf75-45ba-8359-2e7c0da9fadc.png?v=1541120902,2,"",,,,,,,,
dss224s-un-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS212S-D4-RearOpen_3bff3ca6-bf9c-42a1-807f-e0c5f87fbfd7.png?v=1541120902,3,"",,,,,,,,
dss224s-un-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224S-UN.png?v=1541120902,4,"",,,,,,,,
dss224s-d5-2u-24-bays,"DSS224S-D5 2U 24 BAYS 2.5"" 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>Storage server supports Dual Intel® Xeon® SP Skylake up to 2TB DDR4</li>
<li>2U Redundant High Availability dual systems (nodes)</li>
<li>Supports high density 24 bays dual ported 12G SAS for HDD or SSD</li>
<li>Supports redundancy heartbeat through optional GbE and PCIe x8 NTB</li>
<li>COTS component for easy migration to future generation</li>
</ul>",Premio Inc,,DuraStreams Products: Intel® Xeon® Scalable Processor,"21-40 bays, 2U, durastreams, intel xeon, server",true,Title,Default Title,,,,,,,,BD22432D5TY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS224S-D4Angle.png?v=1541120896,1,"",false,,,,lb,,,active
dss224s-d5-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS224S-D4-Front.png?v=1541120896,2,"",,,,,,,,
dss224s-d5-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS224S-D4-RearOpen.png?v=1541120896,3,"",,,,,,,,
dss224s-d5-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/NEW_DuraStreams-DSS224S-D4-Rear.png?v=1541120896,4,"",,,,,,,,
dss224j-s3-2u-24-bays,"DSS224J-S3 2U 24 BAYS 2.5"" HDD/SSD 12G SAS DUAL EXPANDER JBOD 500W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>2U with 24x SFF 2.5” 12G SAS host-swap bays for HDD or SSD</li>
<li>Each Expander has 3x SFF8644 12G SAS wide ports</li>
<li>Dual 12G SAS Expander modules for High Availability environment</li>
<li>High efficiency 80Plus Platinum redundant power supplies</li>
<li>Management NIC port with remote access GUI</li>
</ul>",Premio Inc,,JBODs,"21-40 bays, 2U, durastreams, JBOD",true,Title,Default Title,,,,,,,,JB224S330000-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224J-S3-FrontAngle.png?v=1541120890,1,"",false,,,,lb,,,active
dss224j-s3-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224J-S3-Front.png?v=1541120890,2,"",,,,,,,,
dss224j-s3-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS224J-S3-Rear.png?v=1541120890,3,"",,,,,,,,
dss224j-s3-2u-24-bays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS212J-S3-RearOpen_30aa7d29-d2c8-4588-b31c-553bc43883a5.png?v=1541120890,4,"",,,,,,,,
dss212s-un-2u-12-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,"DSS212S-UN 2U 12 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","<p><strong>Key Features</strong></p>
<ul>
<li>2U with 12x 3.5″ 12 Gbps SAS hot-swap HDD bays</li>
<li>Five 40mm fan modules per motherboard module</li>
<li>Supports two hot-swap MB modules each with AMD EPYC TM™ UP server boards in one system as unified redundant controllers</li>
<li>HA redundant cluster-in-a-box with PCIe NTB and GbE Heartbeat</li>
</ul>",Premio Inc,,DuraStreams Products: AMD EPYC Processor,"10-20 bays, 2U, durastreams, EPYC, server",true,Title,Default Title,,,,,,,,BD21233UNTY18-A,0.0,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS212S-D4-Front_99d8d858-8d98-4ccc-834b-280a3a3f122d.png?v=1541120885,1,"",false,,,,lb,,,active
dss212s-un-2u-12-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS212S-D4-FrontAngle_b1bf85fb-d9e5-4ee7-94f8-49feadb1214b.png?v=1541120885,2,"",,,,,,,,
dss212s-un-2u-12-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/NEW_DuraStreams-DSS224S-D4-Rear_3f19faf5-749a-483b-a56a-d937d526aebc.png?v=1541120885,3,"",,,,,,,,
dss212s-un-2u-12-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS224S-D4-RearOpen_87cc473b-9efc-4589-be89-166dc1d7d4b0.png?v=1541120885,4,"",,,,,,,,
dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp,"DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","<p><strong>Key Features</strong></p>
<ul>
<li>2U with 12x 3.5″ 12 Gbps SAS hot-swap HDD bays</li>
<li>Five 40mm fan modules per motherboard module</li>
<li>Supports two hot-swap MB modules each with Xeon DP server boards in one system as unified redundant controllers</li>
<li>HA Redundant Cluster-in-a-Box solution with PCIe NTB and GbE heartbeat</li>
</ul>
<ul></ul>
<ul></ul>
<ul></ul>
<ul></ul>
<ul></ul>",Premio Inc,,DuraStreams Products: Intel® Xeon® Scalable Processor,"10-20 bays, 2U, durastreams, intel xeon, server",true,Title,Default Title,,,,,,,,BD21233U5SM18-A,30844.28116,,0,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS212S-D4-Front.png?v=1541120876,1,"",false,,,,lb,,,active
dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DSS212S-D4-FrontAngle.png?v=1541120876,2,"",,,,,,,,
dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/DuraStreams-DSS212S-D4-RearOpen.png?v=1541120876,3,"",,,,,,,,
dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0073/8623/4950/products/NEW_DuraStreams-DSS212S-D4-Rear.png?v=1541120876,4,"",,,,,,,,
