id,title,family,product series,processor,100_System,110_Processor,115_Expander,120_System Chipset,121_LAN Chipset,122_Audio Codec,130_System Memory,150_Graphics,160_Ethernet,161_Network,169_Controller Support,170_Storage,171_Driver Bays,172_Enclosure Management,200_BIOS,210_Watchdog Timer,211_Supported OS,220_Cooling,299_Other Features,300_I/O,301_I/O,302_Front I/O,303_Back I/O,304_Universal I/O Slot,305_Expansion,310_Display Output,321_Others,500_Power,501_Power,502_Power Adapter,510_Power Management,520_Power Mode,530_Power Supply Voltage,540_Power Connector,550_Power Protection,700_Environment,701_Environment,710_Operating Temperature,720_Storage Temperature,730_Relative Humidity,732_IP Level,734_Certification,736_Vibration,737_Shock,738_Warranty,739_HTS Code,740_ECCN,741_Compliance,800_Physical,810_Dimensions (W x H x D),820_Weights,821_Logistic,830_Construction,840_Mounting Options,resource_Data Sheet,resource_BIOS,resource_Firmware,resource_MFG file,resource_User's Manual,resource_AVL,resource_Product Brief,resource_Install Guide
757248622657,DSS424S-D5,server,durastreams-intel-xeon-scalable-processor,Intel,System,Each Node: Supports Single Socket Intel® Xeon® P Skylake up to 205W TDP socket LGA3647,,Intel C621 chipset,,,Each node: Supports up to 12x DIMMs DDR4 RDIMM/RDIMM 3DS/LRDIMM/LRDIMM 3DS 2666,,,,,Each node: 36 ports 12G SAS Expander with 3 SFF8643 Connectors,"24 hot-swap 3.5"" 12G/6G SAS/SATA drive bay Each node: 2x internal 2.5"" 7mm for OS drive bays",,,,,Each node: 4x 60mm fans,,,,,,,Each node: 2x PCIe Gen3 x16 slots; 5x PCIe Gen3 x8 slots,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 27""x19""x7"" (LxWxH) Packaging: 38“x25.2""x18""(LxWxH)","Gross Weight: 51.78kg/114lbs, Net Weight: 33.9kg/75lbs",,,,DSS424S-D5,Tyan S7100GM2NR,,,,DSS424S-D5-AVL,PB_DuraStreams_Intel,DSS424SF-D5-Quick-Guide-v1
3430789185601,DSS448S-D5,server,durastreams-intel-xeon-scalable-processor,Intel,System,Dual Intel® Xeon® SP Skylake / Cascade Lake up to 140W TDP socket,,Intel C621 chipset,,,"8x DIMMs, Up to 1TB ECC DDR4 RDIMM/RDIMM/LRDIMM 2666/2400/2133 (per node)",,,"Each node 2x GbE ports, 1x GbE dedicated for IPMI",,Two 36 ports Broadcom 12G SAS Expande,48x hot-swap 3.5” 12G SAS HDD drive bays<br>2x internal 2.5” 7mm for OS drive bays<br>4x dual-port NVMe U.2 SSD days shared by 2 nodes,,,,"Windows 2012 R2<br> RHEL 7.4<br> SLES 12 SP2<br>Windows 2016<br> VMWare ESXi 6.5<br> FreeBSD 11<br>Centos 7.3<br> For other OS, please contact us","4x 60mmx38mm fans (per node)",Dedicated GbE for IPMI 2.0,,,Power On/Off with LED<br> Reset Switch<br> NMI Switch<br> Locate Switch with LED<br> 4xLAN LED<br> Warning LED,VGA<br> 2x GbE RJ45<br> 1x GbE IPMI<br> 2x USB 2.0<br> 1x USB 3.0<br> 1x COM Serial (per node),,Each node: 2x PCIe 3.0 x16 slots and 3x PCIe 3.0 x8 slots; 1x PCIe 3.0 x4 slots (in x8 slot),,,,1+1 1600W AC/DC 80 Plus Platinum Redundant PSU <br>Optional -48V DC input availble upon request,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,System: 39” x 19” x 7-1/4” (LxWxH)<br>Packaging: 46”x 25.5”x18”(LxWxH),Net Weight: 40lbs with SSDs<br> Gross Weight: 55lbs,,,,DS-DSS448S-D5,,,,,,,
757259468865,DSS212S-UN,server,durastreams-products-amd-epyc-processor,AMD,System,Each Node: Supports single socket AMD EPYC™ up to 180W TDP socket SP3,,,,,Each Node: Supports up to 16x DIMM DDR4 RDIMM/L 2400,,,,,Each Node: 36 ports 12G SAS Expander with 3 SFF8643 Connectors,"12 hot-swap 3.5"" 12G/6G SAS/SATA drive bay; Each node: 2x internal 2.5"" 7mm for OS drive bays",,,,,Each node: 5x 40mm fans,,,,,,,Each Node: 2x PCI-E3.0 x 16; 1x PCI-E3.0x16 OCP 2.0,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26.5""x19""x3.5"" (LxWxH) Packaging: 37“x25.2""x13.8: (LxWxH)",Net Weight: 50lbs without Hard Drives Gross Weight: 68lbs,,,,DuraStreams-DSS212S-UN,Tyan S8026GM2NRE,,,,DSS212SAVL,PB_DuraStreams_AMD,DSS212S-UN-Quick-Guide-v1
757306261569,DSS224S-UN,server,durastreams-products-amd-epyc-processor,AMD,System,Each Node: Supports single socket AMD EPYC™ up to 180W TDP socket SP3,,,,,Each Node: Supports up to 16x DIMMs DDR4 RDIMM/L 2400,,,,,Each Node: 36 ports 12G SAS Expander with 3 SFF8643 connecters,"24x 2.5"" 12Gbps/6Gbps SAS dual ported HDD bays Each Node has 2x internal 2.5"" OS drive bay",,,,,Each node: 5x 40mm fans,,,,,,,Each Node: 2x PCI-E3.0 x16; 1x PCI-E3.0 x16 OCP 2.0,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 27""x19""x7"" (LxWxH) Packaging: 38“x25.2""x18""(LxWxH)",Gross Weight: 51.78kg/114lbs Net Weight: 33.9kg/75lbs,,,,DS-DSS224S-UN,Tyan S8026GM2NRE,,,,DSS224S-UN-AVL,PB_DuraStreams_AMD,DSS224S-UN-Quick-Guide-v1
3430759432257,DSS224N-UN,server,durastreams-products-amd-epyc-processor,AMD,System,Each Node: Supports single socket AMD EPYC™ up to 180W TDP socket SP3,,,,,Each Node: Supports up to 16x DIMMs DDR4 RDIMM/L 2400,,,"Each Node: 2x GbE ports, 1x GbE dedicated for IPMI",,,24x 2.5” 15mm hot-swap U.2 NVMe drive bays <br> each node has 2x internal 7mm SATA drives for OS,,,,"Windows 2012 R2<br> Windows 2016 Server<br> RHEL 7.4<br> SLES 12 SP2<br> Ubuntu 17.04<br> For other OS, please contact us",Each node: 5x 40mm fans,Dedicated GbE for IPMI 2.0,,,Power On/Off switch & LED<br> Locate switch & LED<br>Reset switch<br> System warning LED<br> 4x LAN LED,,,,,,,1+1 1200W AC/DC or -48VDC/DC high efficiency 80plus Platinum redundant power supplies,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 30”x19”x3.5” (LxWxH)<br>Packaging: 37”x 25”x12”(LxWxH)",Net Weight: 55lbs w/o Hard Drives<br> Gross Weight: 77lbs,,,,DS-DSS224N-UN,,,,,,,
757316878401,DSS316S-UN,server,durastreams-products-amd-epyc-processor,AMD,System,Each Node: Supports single socket AMD EPYC™ up to 180W TDP socket SP3,,,,,Each Node: Supports up to 16x DIMMs DDR4 RDIMM/L 2400,,,,,Each Node:36 ports 12G SAS Expander with 3 SFF8643 Connectors,"16 hot-swap 3.5"" 12G/6G SAS/SATA drive bay Each Node: 2x internal 2.5"" 7mm for OS drive bay",,,,,4x 60mm fans,,,,,,,Each Node: 2x PCI-E3.0 x8; 1x PCI-E3.0 x16; 1x PCI-E3.0 x16 OCP 2.0,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 27""x19""x5.25"" (LxWxH) Packaging: 38“x25.5""x15""(LxWxH)",Gross Weight: 37.95kg/85.3lbs Net Weight: 33.6kg/74lbs,,,,DuraStreams-DSS316S-UN,Tyan S8026GM2NRE,,,,DSS316S-UN-AVL,PB_DuraStreams_AMD,QG_DSS316S-UN
757319041089,DSS424S-UN,server,durastreams-products-amd-epyc-processor,AMD,System,Each Node: Supports single socket AMD EPYC™ up to 180W TDP socket SP3,,,,,Each Node: Supports up to 16x DIMMs DDR4 RDIMM/L 2400,,,,,Each node: 36 ports 12G SAS Expander with 3 SFF8643 Connectors,"24 hot-swap 3.5"" 12G/6G SAS/SATA drive bay Each node: 2x internal 2.5"" 7mm for OS drive bays",,,,,Each node: 4x 60mm fans,,,,,,,Each Node: 4x PCI-E3.0 x16; 3x PCI-E3.0 x8,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 27""x19""x7"" (DxWxH) Packaging: 38""x 25.2""x18""(LxWxH)",Gross: 51.78KG/114LBS Net: 33.9KG/75LBS,,,,DuraStreams-DSS424S-UN,Tyan S8026GM2NRE,,,,DSS424S-UN-AVL,PB_DuraStreams_AMD,DSS424S-UN-Quick-Guide-v1
3940541464641,DSS448S-UR,server,durastreams-products-amd-epyc-processor,AMD,System,Each Node: Supports Single Socket AMD ROME™ up to 205W TDP socket SP3,,N/A,,,Each Node: Supports up to 8x DIMMs DDR4 2666/3200 MHz,,,"Each node 2x GbE ports, 1x GbE dedicated for IPMI",,Two 36 ports Broadcom 12G SAS Expander,"48x hot-swap 3.5&quot; 12G SAS HDD drive bays
2x internal 2.5&quot; 7mm for OS drive bays
4x dual-port NVMe U.2 SSD days shared by 2 nodes",,,,"Windows 2012 R2, RHEL 7.4, SLES 12 SP2; Windows 2016, VMWare ESXi 6.5, FreeBSD 11; Centos 7.3; For other OS please contact us",4x 60mmx38mm fans (per node),Dedicated GbE for IPMI 2.0,,,"Power On/Off with LED, Reset Switch, NMI Switch, Locate Switch with LED, 4xLAN LED, Warning LED 1x USB 3.0","VGA, 2x GbE RJ45, 1x GbE IPMI, 2x USB 2.0, 1x USB 3.0, 1x COM Serial (per node)",,Each Node: 5x PCIe 3.0/4.0 x16,,,,"1+1 1600W AC/DC 80 Plus Platinum Redundant PSU
Optional -48V DC input availble upon request",,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 39&quot; x 19&quot; x 7-1/4&quot; (LxWxH)
Packaging: 46&quot;x 25.5&quot;x18&quot;(LxWxH)",Net Weight: 40lbs with SSDs; Gross Weight: 55lbs,,,,Premio-DSS448S-UR,,,,,,,
6556797567041,DSS448S-UM,server,durastreams-products-amd-epyc-processor,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757355937857,DSS212J-S3,server,durastreams-products-jbods,JBOD,System,,Single or Dual LSI 12G SAS Expander,,,,,,,,,"12x 3.5"" 12Gbps/6Gbps SAS/SATA Tray-less bays","20x 2.5"" 7mm hot-swap 6Gbps SATA drive bays 2x Internal 2.5"" bays for OS drives","HDD Status/Indentifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES 2 support",,,,Two Redundant 97mm hot-swap exhaust fan modules with Smart Fan Control for optimal cooling,,,2x SFF8644 12G SAS lanes Uplink host / expander <br>1x SFF8644 12G SAS lanes Downlink / expander <br>1x RJ45 for remote management / expander <br>1x mini Jack for RS232 management,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 20""x19""x5.25"" (LxWxH) Packaging: 30.5""x 23.5""x15""(LxWxH)",35lbs w/o Hard Drives 50lbs with Hard Drives,,,,DSS212J-S3,JNM-2.0.5-BIOS,fwsas3x36-Firmware,mfgsas3x36R-MFG-File,,DSS212J-AVL,,DSS212J-S3-Quick-Guide-v1
757357314113,DSS224J-S3,server,durastreams-products-jbods,JBOD,System,,Single or Dual LSI 12G SAS Expander,,,,,,,,12Gb/s Host-based RAID Controller cards and HBAs with external connectivity,"24x 2.5"" 12G SAS dual-ported Tray-less drive bays",,"HDD Status/Indentifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES 2 support",,,,Redundant dual 80mm exhaust fan in PSU modules with Smart Fan control for optimized cooling,,,2x SFF8644 12G SAS lanes Uplink host / expander <br>1x SFF8644 12G SAS lanes Downlink / expander <br>1x RJ45 for remote management / expander <br>1x mini Jack for RS232 management,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 20.5""x19""x3.5"" (LxWxH) Packaging: 33""x 25""x11.5""(LxWxH)",40lbs w/o Drives,,,,DSS224J-S3,JNM-2.0.5-BIOS,fwsas3x36-Firmware,mfgsas3x36R-MFG-File,,Premio_DSS224J-S3-AVL,,DSS224J-S3-Quick-Guide-v1
757358428225,DSS316J-S3,server,durastreams-products-jbods,JBOD,System,,Single or Dual LSI 12G SAS Expander,,,,,,,,12Gb/s Host-based RAID Controller cards and HBAs with external connectivity,"16x 3.5"" 12Gbps/6Gbps SAS/SATA Tray-less bays",,"Web GUI Ethernet Mgmt Port, HDD Status/ Identifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES3 Support",,,,Two Redundant 80mm hot-swap exhaust fan modules with Smart Fan Control for optimal cooling,,,2x SFF8644 12G SAS lanes Uplink host / expander <br>1x SFF8644 12G SAS lanes Downlink / expander <br>1x RJ45 for remote management / expander <br>1x mini Jack for RS232 management,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 20.5""x19""x5.25"" (LxWxH) Packaging: 35.5""x 23.5""x18""(LxWxH)",50lbs w/o Hard Drives,,,,DSS316J-S3,JNM-2.0.5-BIOS,fwsas3x36-Firmware,mfgsas3x36R-MFG-File,,DSS316J-AVL,,DSS316J-S3-Quick-Guide-v2
757359542337,DSS424J-S3,server,durastreams-products-jbods,JBOD,System,,Single or Dual LSI 12G SAS Expander,,,,,,,,12Gb/s Host-based RAID Controller cards and HBAs with external connectivity,"24x 3.5"" 12Gbps/6Gbps SAS/SATA Tray-less bays",,"Web GUI Ethernet Mgmt Port, HDD Status/Identifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES3 Support",,,,Two Redundant 80mm hot-swap exhaust fan modules with Smart Fan Control for optimal cooling,,,2x SFF8644 12G SAS lanes Uplink host / expander <br>1x SFF8644 12G SAS lanes Downlink / expander <br>1x RJ45 for remote management / expander <br>1x mini Jack for RS232 management,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 20.5""x19""x7"" (DxWxH) Packaging: 30.5""x 23.5""x21.6""(LxWxH)",60lbs w/o Hard Drives,,,,DSS424J-S3,JNM-2.0.5-BIOS,fwsas3x36-Firmware,mfgsas3x36R-MFG-File,,DSS424J-AVL,,DSS424J-S3-Quick-Guide-v1
749359136833,eDrawer4048S-D5,server,scalestreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel Xeon SP (Skylake) up to 205W TDP socket LGA3647,,Intel C621 chipset,,,Supports 12x DDR4 ECC RDIMM/LRDIMM 2133/2400/2666 MT/s (optional 16x DIMMs up to 2 TB),,,,,Two 36 ports 12G SAS Expander 6 SFF8643 24 PORTS 12G SAS To HBA/RAID up to 19GB/s band with throughput,"48 hot-swap 3.5""6G/12G SAS/SATA drive bay 4x 2.5"" 7mm SATA rear hot-swap bay 2x internal 2.5"" 7mm for OS drive bays",,,,,4x 97 mm exhaust blower,,,,,,,"4 PCIe Gen3 x16 slots, 3x PCIe Gen3 x8 slots",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 34.5""x19""x7"" (LxWxH) Packaging: 47.6“x24.8""x13.6""(LxWxH)",Gross Weight: 51.78KG/114LBS Net: 33.9KG/75LBS,,,,ScaleStreams-eDrawer-4048S-D5,Tyan S7100GM2NR,,,,eDrawer4048S-D5-AVL,PB_ScaleStreams_Intel,eDrawer4048S-D5-Quick-Guide-v1
763961049153,eDrawer4060S-D5,server,scalestreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel C621 chipset,,,Supports 8x DIMMs DDR4 RDIMM/RDIMM 3DS/LRDIMM/LRDIMM 3DS 2666,,,,,Two 48 ports SAS Expander 6 SFF8643 24 ports 12G SAS/SATA to HBA/RAID,"60 hot-swap 3.5"" 6G SAS/SATA trayless drive bays 2x internal 2.5"" 7mm for OS drive bays",,,,,5x 97mm exhaust blower,,,,,,,2 PCIe2 x16; 3 PCIe3 x8; 1 PCIe 3.0 x4 (in x8 slot),,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 36.5""x19""x7"" (LxWxH) Packaging: 47.6"" x 24.8""x13.6""(LxWxH)",Gross: 69Kg/152 Lbs; Net: 60Kg/132Lbs,,,,eDrawer4060S-D5-premio,X11DPLI_7_703,SMT_X11IPMI_102,,,eDrawer4060S-D5-AVL,PB_ScaleStreams_Intel,
749376208961,eDrawer4048S-UN,server,scalestreams-products-amd-epyc-processor,AMD,System,Supports Single Socket AMD EPYC™ up to 180W TDP socket SP3,,,,,Supports up to 16x DIMMs DDR4 RDIMM/L 2400,,,,,Two 36 ports 12G SAS Expander 6 SFF8643 24 ports 12G SAS To HBA/RAID up to 19GB/s bandwidth Throughput,"48 hot-swap 3.5"" 6G/12G SAS/SATA drive bay 4x 2.5"" 7mm SATA rear hot-swap bay 2x internal 2.5"" 7mm for OS drive bays",,,,,4x 97mm exhaust blower,,,,,,,4x PCI-E3.0 x16; 3x PCI-E3.0 x8,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 34.5""x19""x7"" (LxWxH) Packaging: 47.6""x 24.8""x13.6""(LxWxH)",Gross: 51.78KG/114LBS; Net: 33.9KG/75LBS,,,,DS-eDrawer4048S-UN,BIOS Gigabyte MZ31-AR0,Firmware Gigabyte MZ31-AR0,,,AVL_eDrawer4048S-UN,PB_ScaleStreams_AMD,QG_eDrawer4048S-UN
765391372353,eDrawer4060S-UN,server,scalestreams-products-amd-epyc-processor,AMD,System,Supports Single AMD EPYC (Naples) up to 108W TDP socket SP3,,,,,Supports up to 8x DIMMs DDR4 RDIMM/RDIMM 3DS/LRDIMM/LRDIMM 3DS 2666 up to 1TB,,,,,Two 48 ports SAS Expander 6 SFF8643 24 ports 12G SAS/SATA to HBA/RAID,"60 hot-swap 3.5"" 6G SAS/SATA trayless drive bays 2x internal 2.5"" 7mm for OS drive bays",,,,,5x 97mm exhaust blower,,,,,,,3 PCIe 3.0 x16; 3 PCIe 3.0 x8,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 36.5""x19""x7"" (LxWxH) Packaging: 47.6"" x 24.8""x13.6""(LxWxH)",Gross: 69Kg/152 Lbs; Net: 60Kg/132Lbs,,,,DS-eDrawer4060S-UN,,,,,,PB_ScaleStreams_AMD,
757389000769,eDrawer4048J-S3,server,scalestreams-products-jbods,JBOD,,,Two LSI SAS 12Gbps Expander,,,,,,,,12 & 6Gb/s Host-based RAID Controller cards and HBAs with external connectivity,"48x 3.5"" 12/6Gbps SAS/SATA Trayless bays",,"Web GUI Ethernet Mgmt Port, HDD Status/ Identifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES3 Support",,,,Six 80mm hot-swap exhaust fan modules with Smart Fan Control for optimal cooling,,,8x 12Gbps SAS SFF8644 for Uplink 4x 12Gbps SAS SFF8644 for Downlink,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 29""x19""x7"" (LxWxH) Packaging: 45.5“x25""x23"" (LxWxH) palletized",108lbs w/o Hard Drives,,,,eDrawer4048J-S3,JNM-2.0.5-BIOS,eDrasw48&72-Beta2,sas3-MFG-File,,eDrawer4048J-AVL,,eDrawer4048J-S3-Quick-Guide-v1
757392441409,eDrawer4060J-S3,server,scalestreams-products-jbods,JBOD,,,Single or Dual Redundant expanders; Each expanders with two 12G LSI SAS3X48,,,,,,,,6 or 12Gb/s Host-based SAS RAID or HBAs with external connectivity,"60x 3.5"" 12Gbps/6Gbps SAS or SATA HDD bays Patented Trayless drive bay design",,"HDD Status/Identifier LeDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES Support",,,,Six 97mm redundant hot-swap exhaust fan modules with smart fan control,,,Each expander has 4x 12Gbps SAS SFF8644 for Uplink and 4x 12Gbps SAS SFF8644 for Downlink,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 32""x19""x7"" (LxWxH) Packaging: 48“x25""x27""(LxWxH) palletized",Gross Weight: 80lbs without Hard Drives <br>Net Weight: 70lbs without Hard Drive,,,,eDrawer4060J-S3,JNM-2.0.5-BIOS,sas3xfw_H60R-8X2_4CD1C-fw,msas3_H60R-8X2_4CD1C-MFG-File,,eDrawer4060J-AVL,,eDrawer4060J-S3-Quick-Guide-v1
757400633409,eDrawer4072J-S3,server,scalestreams-products-jbods,JBOD,,,Two LSI SAS 12Gbps Expander,,,,,,,,12 & 6Gb/s Host-based RAID Controller cards and HBAs with external connectivity,"72x 3.5"" 12/6Gbps SAS/SATA Trayless bays",,1 x Realtek ALC886 HD audio codec,,,,Six 80mm hot-swap exhaust fan modules with Smart Fan Control for optimal cooling,,,8x 12Gbps SAS SFF8644 for Uplink 4x 12Gbps SAS SFF8644 for Downlink,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 36""x19""x7"" (LxWxH) <br>Packaging: 47.6""x 25""x23""(LxWxH) palletized",72lbs w/o Hard Drives,,,,eDrawer4072J-S3-1,JNM-2.0.5-BIOS,H72R-6X_4WL1A-Beta7,sas3-MFG-File,,eDrawer4072J-AVL,,eDrawer4072J-Quick-Guide-v1
757407547457,OSS1A4-D5,server,omnistreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel® C621 chipset,,,Supports 16x DDR4 ECC RDIMM/LRDIMM 2133/2400/2666 MT/s max 2TB capacity,,,,,"2x Mini-SAS HD (8 ports), 2x SATA-III, 1x Mini-SAS HD (4 ports) at 6.0 Gb/s","2x 2.5"" hot-swap bays, 4x 2.5"" 7mm hot-swap bays, or 2x internal 2.5"" bays",,,,,3x 97mm blowers,,,,,,,"2x PCIe Gen3 x16, 2x PCIe3 x16 OCP 2.0 slots (Internal and External)",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 21""x17""x1.74"" (LxWxH) Packaging: 36“x24.5""x10.5""(LxWxH)",35lbs w/o HDDs,,,,OmniStreams-OSS1A4-D5,"Tyan S7106GM2NR, Tyan S7106GM2NR-L2",,,,OSS1A4-D5-AVL,PB_OmniStreams_Intel,OSS1A4-D5-Quick-Guide-v1
757425864769,OSS212L-D5,server,omnistreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel® C621 chipset,,,Supports 16x DDR4 RDIMM/LRDIMM (3DS) 2133/2400/2666 MT/s,,,,,36 ports 12Gb/s SAS expander with 3 SFF8643 ports,"12x SAS/SATA 12G/6G tray-less hot-swap 3.5"" bays, 2x internal OS 2.5"" drive bay, Optional 2x Rear tool-less Hotswap 2.5"" 7mm bays",,,,,3x 80mm and 2x 40mm easy swap PWM fans,,,,,,,"Supports a total of 7 low profile expansion slots; 4x PCIe3 x16, 3x PCIe3 x8",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26""x19""x3.5"" (DxWxH) Packaging: 37“x25.2""x13.8""(LxWxH)",Gross Weight: 23KG/50lbs,,,,OSS212L-D5-Low-Profile,Tyan S7100GM2NR,,,,OSS212L-316-424-D5-AVL,PB_OmniStreams_Intel,OSS212L-D5-Quick-Guide-v1
757430681665,OSS212F-D5,server,omnistreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel® C621 chipset,,,"Support 16x DDR4 ECC RDIMM/LRDIMM 2133/2400/2666MT/s max 2,048GB (2TB) capacity",,,,,36 ports 12Gb/s SAS expander with 3 SFF8643 ports,"12xSAS/SATA 12G/6G tray-less hot -swap 3.5"" bays, 2x internal OS 2.5"", optional, 2x Rear tool-less 2.5"" 7mm bays",,,,,3x 80mm and 2x 40mm easy swap PWM fans,,,,,,,"Supports a total of 3 full height expansion slots; 2x PCIe x24 slots, 1x PCIe x16 OCP (Internal and External)",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26""x19""x3.5"" (DxWxH) Packaging: 37“ x 25.2""x 13.8""(LxWxH)",Gross Weight: 23 KG/50LBSbs,,,,OSS212F-D5-Full-Height,"Tyan S7106GM2NR, Tyan S7106GM2NR-L2",,,,OSS212F-D5-AVL,PB_OmniStreams_Intel,OSS212F-D5-Quick-Guide-v1
